編號,設施地點（戶外或室內）,名稱,行政區,地址,經度,緯度,市話,分機,手機,其他聯絡方式,開放時間,電風扇,冷氣,廁所,座位,飲水設施（例如：飲水機；直飲台；奉茶點等）,無障礙座位,其他特色及亮點,備註
483,戶外,青年公園,萬華區,水源路199號,121.5052476,25.02302471,(02)23032451,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
484,戶外,青年公園-遊戲場,萬華區,水源路199號,121.5052476,25.02302471,(02)23032451,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
485,戶外,和平青草園,萬華區,西園路一段與艋舺大道交叉口,121.4972192,25.03271569,(02)23032451,,,,24小時,N,N,Y,Y,Y,N,,直飲台
486,戶外,老松公園-遊戲場,萬華區,桂林路65巷,121.5028672,25.038552,(02)23032451,,,,24小時,N,N,Y,Y,Y,N,,直飲台
487,戶外,青山公園,萬華區,華西街8號旁,121.4983185,25.03942588,(02)23032451,,,,24小時,N,N,Y,Y,Y,N,,直飲台
488,戶外,萬華車站(東)人行天橋,萬華區,萬華車站橫跨康定路,121.500607,25.033385,(02)87913835,,,,24小時,N,N,N,N,N,N,,
489,戶外,萬華車站(西)人行天橋,萬華區,萬華車站橫跨艋舺大道,121.499248,25.032966,(02)87913835,,,,24小時,N,N,N,N,N,N,,
490,戶外,華中露營場風雨廣場-薄膜涼亭,萬華區,萬大路底華中河濱公園,121.497207,25.014164,(02)23087318,,,,24小時,N,N,Y,Y,N,N,,
491,室內,青年公園綠化教室,萬華區,水源路199號,121.5070731,25.0223341,(02)23032451,,,,8:00-17:00,Y,Y,Y,Y,Y,N,,飲水機
492,室內,青年公園棋藝區,萬華區,水源路199號,121.5066555,25.0239637,(02)23032451,,,,8:00-17:00,Y,N,Y,Y,Y,N,,飲水機
493,室內,青年公園愛心園地,萬華區,水源路199號,121.5061271,25.02565497,(02)23032451,,,,24小時,N,N,Y,Y,Y,N,,直飲台
494,室內,和平青草園閱覽室,萬華區,西園路一段與艋舺大道交叉口,121.4971956,25.032489,(02)23032451,,,,8:00-17:00,Y,Y,Y,Y,Y,N,閱覽室,直飲台
495,室內,糖業文化展示館,萬華區,大理街132之10號,121.4945,25.0334,(02)23067975,,,,每週二–週五，10:00-17:00,N,Y,Y,N,Y,N,,每週一休館
496,室內,西門紅樓,萬華區,成都路10號,121.506877,25.04207915,(02)23119380,,,,"週二-週四，11:00-20:00
週五、週日，11:00-21:00
週六，11:00-22:00",Y,Y,Y,Y,N,N,,每週一休館
497,室內,臺北市電影主題公園Urban Showcase,萬華區,康定路19號,121.5031862,25.04486884,(02)23119380,67,,(02)23123717,每週一–週日，10:00-22:00,N,N,Y,N,N,N,,全年開放
498,室內,剝皮寮歷史街區  遊客諮詢中心,萬華區,康定路173巷33號展間,121.5026,25.0368,(02)23023199,,,,每週二–週日，09:00-18:00,N,Y,Y,Y,N,N,,每週一休館
499,室內,文獻館  常設展廳,萬華區,中華路一段174-1號,121.50668,25.04046,(02)23115355,,,,每週二–週日，10:00-17:00,N,Y,Y,N,Y,N,展覽空間,每週一休館
500,室內,西門商場,萬華區,成都路10巷33號,121.50609,25.04181,(02)23312647,,,,10:30-2:00,N,N,Y,N,N,N,,
501,室內,西寧市場,萬華區,西寧南路4號,121.50713,25.04831,(02)23618316,,,,"1樓：
5:40-20:00
地下1樓：
4:00-12:00",N,Y,Y,N,Y,N,,
502,室內,河濱一商場,萬華區,環河南路一段2號至272號,121.50531,25.04885,(02)23319161,,,,9:30-19:00,N,N,Y,N,N,N,,
503,室內,河濱二商場,萬華區,環河南路一段286號至340號,121.49975,25.04116,(02)23612266,,,,8:30-19:30,N,N,N,N,N,N,,
504,室內,直興市場,萬華區,康定路172巷1號,121.50186,25.03958,(02)23817021,,,,8:00-15:00,N,N,Y,Y,N,N,,
505,室內,新富市場,萬華區,三水街70號,121.50141,25.03688,(02)23081558,,,,8:00-15:00,N,N,N,N,N,N,,
506,室內,龍山商場,萬華區,和平西路三段120號,121.50022,25.03513,(02)23369877,,,,"1樓：
10:30-19:00
2樓至3樓：
10:00-22:00",Y,Y,Y,Y,N,Y,,
507,室內,環南市場,萬華區,環河南路二段245號,121.49035,25.02874,(02)23051160,,,,2:00-12:00,Y,Y,Y,Y,Y,N,,
508,室內,龍山寺地下街,萬華區,西園路一段145號,121.5003039,25.03629554,(02)23065988,,,,11:00-21:00,N,Y,Y,N,N,N,,
509,室內,萬華區行政中心,萬華區,和平西路三段120號10～11樓,121.499812,25.035011,(02)23064468,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
510,室內,圖書館龍山分館,萬華區,桂林路65巷6號,121.5025322,25.03869,(02)23311497,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
511,室內,圖書館東園分館,萬華區,東園街199號,121.49814,25.02284,(02)23070460,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
512,室內,圖書館西園分館,萬華區,興寧街6號3-6樓,121.5018422,25.03244097,(02)23069046,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
513,室內,圖書館萬華分館,萬華區,東園街19號5-7樓,121.4957959,25.02779024,(02)23391056,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
514,室內,柳鄉民眾閱覽室,萬華區,萬華區環河南路二段102號4樓,121.49543,25.03711,(02)23080586,,,,9:00-17:00,Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
515,室內,太陽圖書館,萬華區,青年路65號,121.50452,25.02483,(02)23678734,,,,8:30-21:00,N,Y,N,Y,N,N,,
516,戶外,青年社會住宅1區公共空間,萬華區,青年路188號,121.504,25.01995,(02)25925116,,,,24小時,N,N,N,N,N,N,,
517,戶外,莒光社會住宅公共空間,萬華區,萬大路22號,121.5,25.03195,(02)25925116,,,,24小時,N,N,N,N,N,N,,
518,戶外,福星社會住宅公共空間,萬華區,開封街二段39號,121.5065,25.04701,(02)25925116,,,,24小時,N,N,N,N,N,N,,
519,戶外,青年社會住宅2區公共空間,萬華區,青年路184號,121.503,25.02033,(02)25925116,,,,24小時,N,N,N,N,N,N,,
520,室內,萬華運動中心,萬華區,西寧南路6-1號,121.50695,25.04698,(02)23759900,,,,6:00-22:00,Y,Y,Y,Y,Y,Y,,
521,室內,臺北市青年公園運動休閒園區,萬華區,水源路199號,121.506957,25.022096,(02)23053800,,,,6:00-22:00,Y,N,Y,Y,N,N,,
522,室內,西門町遊客中心,萬華區,漢中街45號,121.5075,25.04436,(02)23885255,,,,12:00-21:00,N,Y,Y,Y,Y,N,,
